기계공학과
리조트개발학과
물리광학과
환경생명공학전공
지역건설환경공학과
정보공학과
실내건축학과
NCW학과
기계공학과(학연산협동과정)
정보산업공학과
신재생에너지융합전공
에너지환경공학과
조선시스템관리공학협동과정
화공생명공학과
선박해양공학과
나노융합공학과
섬유패션학부
컴퓨터정보전학과
지능형로봇공학
해양토목공학과
에너지시스템공학
전기공학부
건축환경공학과
게임멀티미디어공학과
첨단기계전공
친환경에너지공학전공
건축설비공학과
신소재금속공학과
컴퓨터응용공학과
한국기계연구원학연산협동과정
건설및환경공학과
융합형기계설계학과
응용전자공학과
기계공학학연협동과정
조선공학과
항해학부
환경에너지공학과
전기전자및정보공학부
시스템제어공학과
보석공학과
생체의과학과
생산자동화공학과
섬유패션학과
자율전공학과
금형공학과
기계메카트로닉스공학과
정보통신공학부(통신공학전공)
탄소나노부품소재공학과
기계자동차공학부(야간)
토목환경공학전공
항공운항학과
정보소자공학과
자동차관리학과
시스템생명공학전공
인쇄공학과
화학공학부(에너지화학공학전공)
디지털미디어학과
건설환경공학
IT정보공학부(컴퓨터시스템공학전공)
첨단부품소재공학과(소재공학전공)
컴퓨터정보통신공학전공
생명건강공학과
동북아물류시스템학과
기계항공시스템공학부(항공우주공학전공)
건설・환경공학부
기계로봇설계공학전공
건설교통공학과
해양건설공학과
항공재료공학과
건축・소방방재환경학과
임산제지공학과군
한국기계연구원학연협동과정
컴퓨터정보통신공학부
인터넷학과
사회환경시스템공학전공
기계설계공학전공
정보시스템공학전공
전자정보학부
엔진및공조시스템
나노공학과
자동화공학과
건축소방행정학과
신소재전공
친인간지능형자동차전공
삼성전기학연산협동과정
멀티미디어공학부
나노반도체공학과간협동과정
정보컴퓨터공학과
전기전자통신공학과
식품산업학과
전자정보공학부(컴퓨터과학전공)
신소재융합공학전공
도시개발학과
재료화공생명공학부
광응용공학과학과간협동과정
신소재공학과(학연산협동과정)
응용시스템공학부(사회기반공학전공)
화학신소재공학부
해양시스템공학과
컴퓨터멀티미디어공학부
천연화장품과학과
멀티미디어학전공
메카트로닉스학과
건설시스템BIM학과
정보영재교육전공
기계시스템공학부(정밀기계공학전공)
토목도시공학부
전자공학부(전자시스템공학전공)
파워엔지니어링공학과
유비쿼터스시스템학과
의료IT공학과
가스공학과
통신컴퓨터공학부
애경산업(주)중앙연구소학연산협동과정
디지털방송공학전공
"건축토목공학부(건축공학전공,토목공학전공)"
나노화학공학과
기계설계전공
해상운송시스템학부
전산과학과
도시정보공학과
세라믹신소재공학과
기계제조공학과
전자화공전공
기계신소재공학부
식물・환경신소재공학과
화장품과학전공
첨단부품소재공학과
전산정보학과
해양건설시스템공학과
인터넷정보통신학과
전자시스템공학과
전파통신공학과
정보보안학과
항공우주시스템공학과
토목안전환경공학과
신소재공학(학연산)학과
전기에너지공학과
친환경고안전자동차전공
건축설계학과
응용정보기술학과협동과정
항공우주및기계공학부
나노광공학과
플라즈마바이오디스플레이학과
안전공학부
IT응용공학과
디스플레이공학과
소방방재공학전공
생태건축협동과정
멀티미디어공학전공(학과간협동과정)
해양시스템공학부
건축공학
융합전자공학부
바이오섬유소재학과
소재디자인공학과
해양생명공학과
한국화학연구원학연산협동과정
산업정보공학과
소방안전관리학전공
산업정보시스템공학과
컴퓨터소프트웨어공학전공
에너지공학부
컴퓨터정보소프트웨어학부
카메카트로닉스학과
해양전자통신공학부
토목공(학연산)학과
교양학부(공학계열)
기계교육전공
의공학전공
자율전공학부
기계설계메카트로닉스공학과
디스플레이재료공학
건축과
IT학과
도시공학협동과정
생물신소재학과학과간협동과정
건축디자인학과
전산전자공학부
실내건축학전공
모바일소프트웨어공학전공
전자제어공학과
기계산업시스템공학부
그린수송시스템협동과정
디지털미디어전공
도서해양문화학협동과정
나노과학기술학과군
재난관리공학전공
기계・기계설계・메카트로닉스공학과
발전기계전기시스템공학전공
게임애니메이션전공
한국가스공사학연산협동과정
교육정보공학과
첨단공학과
건축도시공학부
IT전자공학과
응용소재공학과
멀티미디어학부
컴퓨터교육정보학과
정보전자공학과
정보통신교육전공
기관공학과
건설방재공학전공
㈜만도학연산협동과정
정보통신학전공
전자정보공학부(제어계측공학전공)
무기재료공학과
나노신소재공학전공
컴퓨터전자공학부
서울옵토디바이스
영화영상공학과
기초과정부(이공계열)
디지털문화콘텐츠공학과
신에너지공학과
수소에너지학과
디지털문화콘텐츠전공
전기전파공학과
냉동공조공학전공
광전자공학과
환경화학공학부
전자컴퓨터통신공학과
학연산협동과정(공학계열)
첨단소재공학부
지질공학과
로봇자동화공학전공
건설공학부
생체공학전공
전자공학부(나노전자공학전공)
의용공학과
제어계측로봇공학과
건설교통공학부
전자계산환경과학과군
산업경영공학부
반도체공학과
소프트웨어전공
농업토목공학과
에너지관리전공
건설관리공학협동과정
한국철도기술연구원학연산협동과정
정보통신공학부(멀티미디어공학전공)
신재생에너지공학협동과정
전기에너지컴퓨터공학과
기계설계공학부(기계설계공학전공)
산업디자인공학부
기관공학부
에너지자원공학부
생체의공학과
건설환경공학전공
선박해양공학과(선박해양공학전공)
화공생명공학전공
전자정보통신공학전공
재료공학부
바이오자원공학전공/분자생물학부
자원환경공학과
해양공간건축학과
기관시스템공학부
한국원자력연구소학연산협동과정
기계항공시스템공학부(기계설계공학전공)
유기소재시스템공학과
산업시스템정보공학과
에너지환경시스템공학과
재료공학과(학연산협동과정)
바이오전자공학과
전자전기컴퓨터공학전공
건설환경시스템공학전공
나노정보공학전공
정보전자신소재공학과
전기공(학연산)학과
전기전자전파공학부
기계자동차학부
탄소융합공학과
전자정보공학부(전자공학전공)
지역건설공학과
항공학부
금속재료공학전공
방재안전공학전공
자동화기계전공
토목공학부
해양개발공학과
로봇학부
신소재・화학공학과
해양공간건축학부
국방과학기술학과
전자재료공학과
금속공학전공
환경방재공학전공
금속신소재공학전공
항해시스템공학과
광시스템공학과
스마트모바일학과
에너지그리드학과
광기술공학과
재난과학과
사회기반시스템공학과
시스템공학과
바이오에너지및바이오소재협동과정
생태조경학과
컴퓨터멀티미디어공학전공
화공・재료공학부
컴퓨터응용기술학과
정보시스템협동과정
산업정보학전공
항공소프트웨어공학과
항공시스템공학과
전자지능로봇공학과
자동차시스템공학과
디지털콘텐츠비즈니스전공
산업공학(학연산)학과
기계자동차공학부(자동차공학전공)
방산기계공학전공
전자전기컴퓨터공학부
바이오응용화학부
나노-광공학과
한국에너지기술연구소학연산협동과정
정보시스템학과
에너지기계공학전공
IT학부
컴퓨터메카트로닉스공학과
함정운용공학전공
정보전자재료공학전공
텍스타일시스템공학과
호남석유화학(주)대덕연구소학연산협동과정
반도체과학기술학과
동력기계시스템공학과
원자력및양자공학과
위성정보과학과
화학생물공학부
전기전자컴퓨터공학부(전자공학)
도시부동산개발학과
우주항공공학과
디스플레이화학공학전공
시스템경영공학전공
소프트웨어공학전공
에너지기능재료공학전공
에너지시스템공학과
환경에너지융합학과
기계항공우주공학부
벤처전문기술학과
첨단그린에너지환경학과
전기전자컴퓨터공학부(컴퓨터공학)
원자력및에너지공학부
미생물생명공학과
섬유소재시스템공학과
신소재화학공학부
디지털융합학부
바이오메디컬공학부(헬스케어기기공학전공)
대전자전통신기술
지능시스템전공
의공학(협동과정)학과
에너지공학전공(학과간협동과정)
컴퓨터&인터넷공학전공
기계자동차공학부(정밀기계공학전공)
전자및정보공학부
도시환경공학과
임베디드시스템학과
모바일공학과
건축공(학연산)학과
항공우주정보시스템공학과
지능형로봇학과간협동과정
국방기술학부
기계항공공학전공
제어로봇공학과
나노바이오텍스타일공학전공
나노융합기술학과
전력정보통신공학
해양오염방제전공
전기전자컴퓨터공학과
금속신소재공학과
디지털컨버전스공학과학연산협동과정
미디어정보학부
전자전기공학과
전자디스플레이공학과
전기전자제어공학부
철도차량공학과
소프트웨어공학협동과정
멀티미디어전공
건축실내디자인전공
공학부
국방기술학과
기계부품소재학연협동과정
세라믹공학전공
광공학협동과정
건축공학과(건축학전공)
세라믹공학과
나노신소재공학부
컴퓨터정보학전공
융합공학과
서울반도체
메카트로닉스협동과정
의료공학부
응용화학공학부
학연산협동과정
재료및화학공학과
건축학부(건축공학)
미래에너지학과
반도체공학전공
국제해사수송과학부
컴퓨터소프트웨어학과
바이오메디컬공학과
기계공(학연산)학과
항공안전관리학전공
자율전공(공과대)
정보기술학부
시스템경영공학부
전자공학과(학연산협동과정)
디지털포렌직학과
생명공학부(환경생명공학전공)
고분자시스템공학과
경영공학과
산업경영・융합부품공학과
조선기자재공학부
디지털미디어공학과
산업공학전공
그린에너지공학전공
테크노경영공학전공
게임&멀티미디어공학전공
학과간협동과정생체의료공학과
인터넷공학전공
로봇지능제어시스템전공
광정보전자전공(학과간협동과정)
컴퓨터·정보공학과
바이오메카트로닉스전공
항공공학과
건축실내학과
산업시스템공학부
일진머티리얼즈
의용전자공학전공
바이오메카트로닉스학과
의공학부
융합화학공학과
사이버보안학과
소프트웨어공학과
건설행정전공
첨단공학과(학연산협동과정)
해양교통학과
해양정보시스템공학과
정밀기계공학부(정밀기계공학전공)
디지털미디어학부
기계우주항공공학부(우주항공공학전공)
안전보건학과
에너지반도체학과
컴퓨터정보학부
바이오에너지공학과
전자소프트웨어학전공
전기정보통신공학부
건축학부(건축공학전공)
건설시스템공학전공
환경화학공학부(화학공학전공)
생물공정공학
건축・토목공학협동과정
건설공학교육과
기계자동차공학부(기계의용공학전공)
지역개발공학전공
신소재시스템공학과
컴퓨터전공
섬유고분자공학과
원자핵공학과
에너지・전기공학과
방재공학과
의료시스템전공
패키징학전공
조선해양시스템공학과
도시환경공학부
토목환경지구정보공학부
산업안전공학과학과간협동과정
정밀기계공학전공
환경응용화학공학과
건설・환경공학과
해상교통정보학과
정보통신융합공학전공
게임공학과
양자에너지화학공학
의학공학과
전자정보공학부(전기전자공학전공)
디지털컨버젼스협동과정
실내건축설계학과
정보제어전공
차체및셰시시스템
신형원자력시스템공학
유체기계펌프공학전공
도시・조경학과
플랜트・건축공학과
해양・플랜트건설공학과
에너지기계설비공학과
기계자동차공학전공
응용화학공학과
기초과학지원연구소학연산협동과정
풍력공학전공
항공조선산업공학부
해사수송과학과
정보소재공학과
전기공학과(학연산협동과정)
기계시스템전공
전자전파정보통신공학과
철도운전제어학과
전자공학부(전자제어공학전공)
미디어IT공학과
융합섬유공학과
항공시스템공학과(전문)
토목건설공학과
응용과학군정밀화학신소재학과
신화학소재공학과
전자및제어공학부
디스플레이재료공학과
전자전기컴퓨터학부
그린에너지융합학과
전자정보공학부(정보통신전파공학전공)
해양토목공학전공
토목신소재산업화학공학과군
나노・신소재공학부
공학계열
선박전자기계공학부
동서의료공학과
융합보안학과
건축토목공학부
지역건설환경공학전공
원자력산업학과
공업기술교육학과
정보보안협동과정
환경시스템학부
정보저장공학협동과정
건축도시공학부(건축학전공(5년제))
수산해양학연협동과정
산업기술공학과학연산협동과정
글로컬IT학과
재료금속공학전공
청정공정공학전공
전기전자정보공학과
전기및반도체공학과
인터넷미디어공학부
친환경건설관리전공
조선해양시스템공학부
재생에너지공학
나노응용공학과
항공우주시스템공학전공
건설방재공학과
정보산업공학전공
철도교통정책학과
응용시스템공학부(산업전기공학전공)
광기술공학과(광기술공학전공)
기계및산업공학과
철도시스템학과
인쇄전자공학과
철도차량시스템공학과
도시및교통공학전공
컴퓨터IT공학과
정보통신공학과(학연산협동과정)
산업정보경영공학과
생명공학부(생명자원소재공학전공)
우주정보시스템공학과
삼성SDI학연산협동과정
첨단생산공학학연협동과정
생체정보공학부
IT정보공학부
환경방재공학과
전자공학학연협동과정
광공학과
해양전자통신공학과
철도건설공학과
한국생산기술연구원학연산협동과정
융합부품공학과
기술교육전공
토목환경건축공학과
파이버시스템공학과
풍력공학과
한국원자력안전기술원학연산협동과정
로봇응용학과
신재생에너지학과
토목해양공학과
전자공학부(정보통신공학전공)
전기・정보공학부
에너지안전공학과
나노재료공학
해양에너지자원공학과
정보통신대학
디지털문화컨텐츠공학과
응용시스템공학부(정보공학전공)
도시공학전공
나노구조재료공학전공
나노고분자재료공학과
기계계열
에너지융합학과
건축학부(건축학전공)
해양정책학과
디스플레이화학공학부
전산학전공
전자・전파공학과
멀티미디어공학학연협동과정
전기제어공학부
정보통신방송공학부
물류시스템공학과
전산정보공학과
건축설계학전공
IT전자공학부
인테리어재료공학과
에너지플랜트학과
인터넷정보학과
기계설계공학부(나노바이오기계시스템공학전공)
기계항공시스템공학부
에너지환경공학전공
전기통신시스템공학과
환경화학공학부(환경공학전공)
전자정보공학부(전기공학전공)
조선・해양・건축공학과
토목산업공학과
생명공학부(바이오식품공학전공)
창의IT융합공학과
산업물류학과
IT융합학과학과간협동과정
전자및정보공학과
기술서비스공학전공
항공전자공학과
전자전기제어계측공학과
자동차부품연구원학연산협동과정
냉동공학과
콘텐츠디자인학과
한방의공학과
전자제어시스템전공
화공생물공학과
산업전자공학전공
국토연구원학연산협동과정
금형공학전공
디지털엔터테인먼트학과
IT정보공학부(소프트웨어공학전공)
소방방재공학협동과정
나노융합전공(학과간협동과정)
소방학과
디자인및인간공학부
기계우주항공공학부(기계공학전공)
하이브리드공학과
토목건축공학과
산업건축학과
응용화학소재공학과
화학공학부(나노화학공학전공)
나노기술학과
컴퓨터전공-정보학부
건축도시공학부(건축공학전공)
지능기계공학전공
사회기반시스템공학부(도시시스템공학전공)
교통학전공
생명정보신소재공학과
글로벌생명공학전공
정보기술공학부
정보관리보안학과
기계우주항공공학부
차세대소자공학
안전환경시스템공학과
나노포토닉스공학과
디지털문화학부
항해학과
시설물유지관리공학과
향장품학협동과정
한방의용공학과
정보보호학전공
디자인공학전공
한옥전공
조경토목공학과
건축환경학과
IT응용시스템공학과
철도시스템공학
도시건축공학과
로봇공학전공(학과간협동과정)
한국에너지기술연구원학연산협동과정
IT미디어융합전공(학과간협동과정)
수중잠수과학기술전공
응용시스템공학부(전자통신공학전공)
나노재료공학전공
첨단응용과(학과간)학과
벤처전문기술(학연산)학과
교통안전공단학연산협동과정
한국세라믹기술원학연산협동과정
정보공학계열
정밀응용화학과
영상광정보공학과
정보컴퓨터공학부
승강기안전공학과
전자유도기술학과
신소재시스템공학협동과정
나노바이오텍스타일공학과
CAD/CAM전공
건축학부건축학전공
컴퓨터전자공학과
디지털문화콘텐츠학과
환경안전시스템공학과
전자전기공학부(전자제어공학전공)
전자부품연구원학연산협동과정
유비쿼터스컴퓨팅전공
인터넷정보공학과
유비쿼터스IT학과
기계메카트로닉스공학부
한국건설기술연구원학연산협동과정
트리즈페이턴트학과
기계항공시스템공학부(기계공학전공)
소프트웨어공학과(학과간)
미생물공학전공
건설환경ㆍ철도공학과
정밀기계공학부(응용기계공학전공)
미래전략신소재공학과
지능로봇공학과
게임콘텐츠학과
글로벌융합공학과
멀티미디어협동과정
에너지과학과
미디어공학전공
철도시스템공학과
식물분자시스템바이오텍학과
전자및전기공학과
IT정보공학과
바이오산업기계공학과
동양화과
동양화전공
관현악과
디자인영상학부
디자인학과
디자인학부
기독교연예학과
디지털문화기술&콘텐츠학
교양학부(예체능계열)
교회음악과
국악과
국악전공
경호학과
골프산업경영전공
골프학과
공간디자인전공
공간환경디자인전공
건강스포츠전공
건반악기전공
공연예술전공
공연예술학과
공예과
공예문화정보디자인학과
공예학과
도예학과
도자・유리예술학과
문화예술학과
생활스포츠학부
생활체육학과
미술교육과
미술교육과(심화전공)
미술교육전공
미술창작전공
미술학과
미술학부
사진영상학과
서양화전공
미용과학과
레저스포츠학과
사회체육학과
성악과
성악전공
만화애니메이션전공
만화애니메이션학과
방송영상전공
멀티미디어디자인학과
산업디자인학과
산업디자인학부
산업미술학과
스포츠건강관리학과
스포츠건강관리학전공
스포츠과학부
스포츠마케팅학과
무용교육전공
무용학과
스포츠지도전공
스포츠학과
시각디자인전공
시각디자인학과
시각디자인학전공
시각문화디자인학과
시각정보디자인과
시각정보디자인전공
시각정보디자인학과
연극영화전공
연극영화학과
연극영화학부
작곡과
작곡전공
의상디자인전공
의상디자인학과
영화영상전공
실내가구코디네이션전공
영화전공
예술학부
예체능계열
전시디자인전공
실용음악전공
실용음악학과
실용음악학부
실용음악학전공
운동처방학과
애니메이션과
애니메이션전공
일러스트레이션전공
애니메이션학과
음악과
음악교육과
음악교육전공
음악학과
음악학부
음악학부(성악전공)
섬유조형디자인학과
기악학과
체육교육과
체육교육과(심화전공)
체육교육전공
체육전공
체육학과
체육학전공
패션디자인기획학과
패션디자인학과
영상학과
축구전공
패션스타일리스트학과
피아노과
조형학부
한국음악과
한국회화전공
컴퓨터영상음악학과
한방피부미용학과
회화학전공
영상이론과
큐레이터학과
태권도학과
산업인터랙션디자인학과
영화애니메이션학과
음악과(관현악전공)
운동치료전공
문화예술콘텐츠학과
한국문화일러스트교육
포스트모던음악학과
응용예술학과
뷰티케어전공
산업・시각디자인학과
피부관리학과
운동복지전공
스포츠레저학과
시스템디자인전공
축구학과
산업디자인전공(신)
도자예술전공(신)
스포츠・태권도학전공
음악치료교육전공
만화애니메이션학부
격기지도학과
디자인교육전공
경찰무도학과
국악교육전공
공간디자인학과
공업디자인학과
공예디자인과
문화예술경영학과
문화조형디자인전공
불교예술학과
뷰티비즈니스학과
미디어디자인전공
미디어예술학부
생활체육전공
미술이론및행정전공
바둑학과
레저스포츠전공
사회체육학전공
만화예술학과
만화학과
방송연예학전공
산업공예학과
산업디자인과
스즈끼재능교육전공
스포츠경영학전공
스포츠과학과
스포츠의학전공
무용예술학과
시각영상디자인전공
시각커뮤니케이션디자인학과
연극영화과
응용미술학과
연극전공
연극학부
작곡학과
영상디자인학전공
영상애니메이션학과
영상제작전공
영화학과
오페라/뮤지컬전공
요가명상학과
운동과학전공
인테리어디자인전공
인테리어디자인학과
유리조형학과
전통공연예술학과
음악교육과(심화전공)
음악전공
자동차디자인전공
조각학과
체육교육학과
특수체육학과
가구조형전공
패션디자인비즈니스학과
패션디자인전공
패션디자인정보학과
디자인경영학과
제품디자인공학과
제품디자인전공
커뮤니케이션디자인학과
조소과
조소전공
조소학과
피아노전공
환경디자인학과
한국음악전공
한국화학과
회화과
회화학과
연출과
지휘과
연희과
애니메이션영상학과
불교미술학부
연극무용학과
음악과(피아노전공)
무도경호학부
현대실용음악학과
패션디자인및브랜딩학과
스포츠경영연계전공
관・현악전공
반주학부
섬유예술전공(신)
사진영상미디어학과
피부전공
태권도교육전공
제품실내디자인학과
피아노학부
모델과
무도학과
체육과학부
사회체육학부
유도경기지도학과
실내디자인학과
언론영상전공
뷰티미용학과
영화영상학과
모델연기전공
애니메이션학전공
뷰티예술학과
사진영상학부
미용예술학과
산업정보디자인학과
공연영상애니메이션학과
사회체육전공
조형디자인학과
세라믹디자인전공
뮤지컬전공
사진전공
가구디자인학과
골프산업학과
뷰티산업학과
생활무용전공
산업디자인전공
융합디자인예술학과
메이크업디자인학과
무용전공
스포츠외교전공
스포츠청소년지도학과
방송연예학과
영상예술전공
건강관리전공
민속무용학과
작곡・재즈학부
오르프교육전공
환경디자인전공
관현악전공(신)
회화전공
조형예술학부
멀티미디어애니메이션전공
스포츠미디어학과
사진학과
디자인학부(신)
불교미술전공
제품디자인학과
예술학과
체육학부
컴퓨터그래픽디자인학과
무용과
무용학전공
미술과
생활체육지도학과
음악학부(피아노전공)
한국화전공
귀금속보석디자인전공
아동미술학과
공연예술매니지먼트학과
영상디자인전공
공예디자인학과
무도경찰학과
해양체육학과
교회음악학과
사회체육과
연극영화교육전공
섬유예술전공
한국무용전공
뮤지컬과
그린디자인전공
도자예술전공
미술학전공
패션경영학과
연극영상미디어학과
입체미술전공
무대디자인전공
연극무용전공
성악・뮤지컬학부성악전공
스포츠과학학과
전통미술공예전공
산업미술과
국악학과
미디어디자인학과
무용・공연학과
텍스타일디자인학과
기악과
조형예술학과
영상음악학과
영화예술학과
성악학과
디자인학부(문화산업공예디자인전공)
영화영상과
산업제품디자인전공
생활제품디자인학과
도시환경미술학과
영화방송학과
태권도경기지도학과
스포츠산업과학부
공업디자인전공
영상연출학과
공연영상학과
미술대학
음악학전공
피아노학과
사진예술학과
골프경영학과
연극학과
무도체육학과
미디어・디자인학과
